provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;58;4;86;28058004_86_89;2024;8;1;20,0;V;20,0;V;22,0;V;23,0;V;24,0;V;26,0;V;24,0;V;22,0;V;18,0;V;16,0;V;14,0;V;13,0;V;12,0;V;10,0;V;8,0;V;8,0;V;9,0;V;9,0;V;12,0;V;16,0;V;18,0;V;19,0;V;20,0;V;22,0;V
28;58;4;87;28058004_87_89;2024;8;1;934,0;V;934,0;V;934,0;V;934,0;V;934,0;V;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;934,0;V;934,0;V;933,0;V;932,0;V;932,0;V;932,0;V;932,0;V;932,0;V;932,0;V;932,0;V;932,0;V;932,0;V
28;58;4;88;28058004_88_89;2024;8;1;1,0;V;1,0;V;1,0;V;1,0;V;1,0;V;16,0;V;145,0;V;324,0;V;514,0;V;678,0;V;812,0;V;889,0;V;913,0;V;860,0;V;774,0;V;636,0;V;511,0;V;289,0;V;24,0;V;4,0;V;1,0;V;1,0;V;1,0;V;1,0;V
28;58;4;89;28058004_89_89;2024;8;1;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V
28;6;4;81;28006004_81_89;2024;8;1;0,1;V;0,2;V;0,3;V;0,1;V;0,1;V;0,1;V;0,2;V;0,5;V;0,4;V;0,6;V;1,7;V;1,9;V;2,1;V;2,1;V;2,3;V;2,8;V;2,6;V;2,5;V;2,1;V;1,3;V;0,7;V;0,5;V;0,1;V;0,3;V
28;6;4;82;28006004_82_89;2024;8;1;297,0;V;298,0;V;163,0;V;19,0;V;163,0;V;155,0;V;108,0;V;112,0;V;137,0;V;148,0;V;190,0;V;213,0;V;219,0;V;216,0;V;218,0;V;231,0;V;234,0;V;235,0;V;239,0;V;248,0;V;256,0;V;263,0;V;288,0;V;285,0;V
28;6;4;83;28006004_83_89;2024;8;1;25,5;V;24,9;V;23,6;V;23,0;V;21,9;V;20,9;V;22,6;V;24,9;V;27,0;V;29,1;V;31,1;V;32,6;V;33,8;V;34,4;V;35,1;V;35,6;V;35,8;V;35,3;V;34,4;V;32,6;V;30,8;V;29,7;V;28,1;V;27,3;V
28;6;4;86;28006004_86_89;2024;8;1;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V;25,0;V
28;6;4;87;28006004_87_89;2024;8;1;942,0;V;942,0;V;942,0;V;942,0;V;943,0;V;943,0;V;943,0;V;943,0;V;943,0;V;943,0;V;943,0;V;942,0;V;942,0;V;941,0;V;940,0;V;940,0;V;940,0;V;939,0;V;939,0;V;940,0;V;940,0;V;940,0;V;940,0;V;940,0;V
28;6;4;88;28006004_88_89;2024;8;1;1,0;V;1,0;V;1,0;V;1,0;V;1,0;V;13,0;V;66,0;V;264,0;V;509,0;V;716,0;V;892,0;V;1003,0;V;1060,0;V;1048,0;V;954,0;V;795,0;V;593,0;V;328,0;V;70,0;V;3,0;V;1,0;V;1,0;V;1,0;V;1,0;V
28;6;4;89;28006004_89_89;2024;8;1;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V
28;65;14;81;28065014_81_89;2024;8;1;0,3;V;0,3;V;0,2;V;0,2;V;0,1;V;0,1;V;0,3;V;0,3;V;0,4;V;0,6;V;0,7;V;0,9;V;1,1;V;1,1;V;1,2;V;1,1;V;1,1;V;1,0;V;1,1;V;0,7;V;0,7;V;0,7;V;0,9;V;1,2;V
28;65;14;82;28065014_82_89;2024;8;1;268,0;V;171,0;V;199,0;V;129,0;V;250,0;V;163,0;V;108,0;V;113,0;V;124,0;V;181,0;V;172,0;V;204,0;V;201,0;V;192,0;V;217,0;V;199,0;V;210,0;V;219,0;V;243,0;V;244,0;V;259,0;V;245,0;V;261,0;V;265,0;V
28;65;14;83;28065014_83_89;2024;8;1;28,1;V;26,8;V;25,3;V;24,2;V;23,3;V;22,8;V;24,0;V;26,0;V;28,4;V;30,5;V;32,5;V;34,0;V;35,0;V;36,2;V;36,8;V;37,4;V;37,3;V;37,0;V;35,6;V;33,6;V;32,1;V;31,0;V;29,8;V;28,8;V
28;65;14;86;28065014_86_89;2024;8;1;45,0;V;47,0;V;50,0;V;24,0;V;42,0;V;57,0;V;57,0;V;54,0;V;50,0;V;47,0;V;45,0;V;30,0;V;38,0;V;37,0;V;36,0;V;35,0;V;35,0;V;34,0;V;37,0;V;41,0;V;43,0;V;44,0;V;46,0;V;48,0;V
28;65;14;87;28065014_87_89;2024;8;1;946,0;V;946,0;V;946,0;V;946,0;V;947,0;V;947,0;V;947,0;V;947,0;V;947,0;V;947,0;V;947,0;V;947,0;V;946,0;V;945,0;V;945,0;V;944,0;V;944,0;V;943,0;V;943,0;V;943,0;V;944,0;V;944,0;V;944,0;V;944,0;V
28;65;14;88;28065014_88_89;2024;8;1;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;2,0;V;47,0;V;262,0;V;508,0;V;713,0;V;884,0;V;1016,0;V;1079,0;V;1056,0;V;953,0;V;790,0;V;587,0;V;355,0;V;93,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V
28;65;14;89;28065014_89_89;2024;8;1;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V
28;67;1;81;28067001_81_89;2024;8;1;0,1;V;0,3;V;0,2;V;0,1;V;0,1;V;0,1;V;0,1;V;0,2;V;0,9;V;1,0;V;1,8;V;2,3;V;2,4;V;2,5;V;2,9;V;2,7;V;2,8;V;2,6;V;1,8;V;0,9;V;1,1;V;0,7;V;0,8;V;1,1;V
28;67;1;82;28067001_82_89;2024;8;1;86,0;V;149,0;V;14,0;V;70,0;V;154,0;V;186,0;V;88,0;V;62,0;V;73,0;V;90,0;V;90,0;V;187,0;V;201,0;V;219,0;V;187,0;V;209,0;V;193,0;V;200,0;V;208,0;V;274,0;V;299,0;V;176,0;V;275,0;V;222,0;V
28;67;1;83;28067001_83_89;2024;8;1;20,3;V;19,4;V;18,3;V;17,1;V;16,1;V;15,5;V;19,2;V;26,8;V;28,4;V;30,5;V;31,7;V;33,1;V;34,1;V;34,8;V;35,2;V;35,5;V;35,4;V;34,8;V;33,6;V;31,3;V;28,3;V;26,2;V;27,9;V;28,0;V
28;67;1;86;28067001_86_89;2024;8;1;45,0;V;48,0;V;51,0;V;53,0;V;55,0;V;58,0;V;53,0;V;37,0;V;32,0;V;29,0;V;28,0;V;24,0;V;22,0;V;19,0;V;18,0;V;18,0;V;20,0;V;20,0;V;22,0;V;26,0;V;32,0;V;35,0;V;33,0;V;34,0;V
28;67;1;87;28067001_87_89;2024;8;1;920,0;V;920,0;V;920,0;V;920,0;V;920,0;V;921,0;V;921,0;V;921,0;V;921,0;V;921,0;V;920,0;V;920,0;V;919,0;V;919,0;V;918,0;V;918,0;V;917,0;V;917,0;V;917,0;V;918,0;V;918,0;V;918,0;V;918,0;V;918,0;V
28;67;1;88;28067001_88_89;2024;8;1;1,0;V;1,0;V;1,0;V;1,0;V;1,0;V;14,0;V;105,0;V;348,0;V;569,0;V;774,0;V;954,0;V;1089,0;V;1149,0;V;1116,0;V;1014,0;V;861,0;V;646,0;V;410,0;V;149,0;V;7,0;V;1,0;V;1,0;V;1,0;V;1,0;V
28;67;1;89;28067001_89_89;2024;8;1;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V
28;7;4;81;28007004_81_89;2024;8;1;0,8;V;0,3;V;0,6;V;0,5;V;0,8;V;0,4;V;0,5;V;1,0;V;1,0;V;1,4;V;2,0;V;2,1;V;2,5;V;2,9;V;3,4;V;3,5;V;3,8;V;3,6;V;3,4;V;2,6;V;2,4;V;2,0;V;1,4;V;1,8;V
28;7;4;82;28007004_82_89;2024;8;1;347,0;V;231,0;V;234,0;V;203,0;V;255,0;V;240,0;V;164,0;V;133,0;V;145,0;V;172,0;V;213,0;V;213,0;V;215,0;V;217,0;V;221,0;V;225,0;V;224,0;V;241,0;V;253,0;V;254,0;V;263,0;V;259,0;V;256,0;V;277,0;V
28;7;4;83;28007004_83_89;2024;8;1;28,1;V;27,3;V;26,6;V;26,2;V;25,2;V;24,3;V;26,1;V;27,7;V;30,1;V;32,3;V;33,4;V;34,7;V;35,7;V;36,6;V;37,2;V;37,7;V;37,5;V;37,0;V;36,2;V;34,5;V;32,9;V;31,4;V;30,2;V;29,1;V
28;7;4;86;28007004_86_89;2024;8;1;26,0;V;28,0;V;29,0;V;29,0;V;32,0;V;34,0;V;31,0;V;25,0;V;22,0;V;20,0;V;18,0;V;15,0;V;15,0;V;13,0;V;12,0;V;10,0;V;11,0;V;11,0;V;13,0;V;17,0;V;20,0;V;22,0;V;24,0;V;27,0;V
28;7;4;87;28007004_87_89;2024;8;1;934,0;V;934,0;V;934,0;V;934,0;V;934,0;V;934,0;V;934,0;V;934,0;V;934,0;V;934,0;V;934,0;V;934,0;V;934,0;V;933,0;V;932,0;V;931,0;V;931,0;V;931,0;V;931,0;V;931,0;V;931,0;V;931,0;V;931,0;V;931,0;V
28;7;4;88;28007004_88_89;2024;8;1;10,0;V;10,0;V;10,0;V;10,0;V;10,0;V;22,0;V;170,0;V;361,0;V;554,0;V;733,0;V;884,0;V;976,0;V;1007,0;V;978,0;V;889,0;V;750,0;V;568,0;V;359,0;V;149,0;V;19,0;V;10,0;V;10,0;V;10,0;V;10,0;V
28;7;4;89;28007004_89_89;2024;8;1;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V
28;74;7;81;28074007_81_89;2024;8;1;0,3;V;0,3;V;0,4;V;0,4;V;0,3;V;0,1;V;0,4;V;0,5;V;0,6;V;0,7;V;1,4;V;1,1;V;1,2;V;1,5;V;1,9;V;1,9;V;1,8;V;1,8;V;1,3;V;0,6;V;0,6;V;0,7;V;0,7;V;0,7;V
28;74;7;82;28074007_82_89;2024;8;1;298,0;V;222,0;V;240,0;V;264,0;V;288,0;V;255,0;V;91,0;V;153,0;V;142,0;V;164,0;V;197,0;V;213,0;V;231,0;V;237,0;V;264,0;V;269,0;V;263,0;V;263,0;V;249,0;V;233,0;V;237,0;V;234,0;V;231,0;V;251,0;V
28;74;7;83;28074007_83_89;2024;8;1;27,4;V;27,1;V;26,3;V;25,7;V;24,1;V;22,8;V;24,9;V;27,1;V;29,1;V;32,5;V;34,3;V;36,4;V;37,7;V;37,9;V;38,1;V;38,2;V;37,7;V;37,2;V;35,9;V;33,9;V;32,3;V;31,0;V;29,7;V;29,2;V
28;74;7;86;28074007_86_89;2024;8;1;21,0;V;22,0;V;21,0;V;23,0;V;28,0;V;33,0;V;32,0;V;24,0;V;19,0;V;16,0;V;14,0;V;11,0;V;10,0;V;9,0;V;7,0;V;6,0;V;8,0;V;7,0;V;9,0;V;12,0;V;15,0;V;17,0;V;19,0;V;21,0;V
28;74;7;87;28074007_87_89;2024;8;1;941,0;V;941,0;V;941,0;V;941,0;V;941,0;V;941,0;V;941,0;V;941,0;V;941,0;V;941,0;V;941,0;V;941,0;V;940,0;V;940,0;V;939,0;V;939,0;V;938,0;V;938,0;V;938,0;V;938,0;V;938,0;V;938,0;V;938,0;V;938,0;V
28;74;7;88;28074007_88_89;2024;8;1;1,0;V;1,0;V;1,0;V;1,0;V;1,0;V;6,0;V;115,0;V;335,0;V;525,0;V;695,0;V;830,0;V;918,0;V;941,0;V;917,0;V;837,0;V;702,0;V;525,0;V;270,0;V;32,0;V;3,0;V;1,0;V;1,0;V;1,0;V;1,0;V
28;74;7;89;28074007_89_89;2024;8;1;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V
28;80;3;81;28080003_81_89;2024;8;1;1,7;V;1,5;V;0,9;V;0,7;V;0,4;V;0,4;V;0,9;V;1,2;V;1,0;V;1,3;V;2,0;V;1,9;V;2,3;V;2,6;V;3,0;V;3,4;V;3,4;V;3,0;V;2,7;V;2,1;V;1,8;V;1,4;V;0,6;V;1,8;V
28;80;3;82;28080003_82_89;2024;8;1;275,0;V;252,0;V;241,0;V;272,0;V;77,0;V;57,0;V;75,0;V;108,0;V;91,0;V;145,0;V;215,0;V;205,0;V;219,0;V;226,0;V;213,0;V;204,0;V;209,0;V;216,0;V;216,0;V;243,0;V;243,0;V;237,0;V;229,0;V;272,0;V
28;80;3;83;28080003_83_89;2024;8;1;27,4;V;26,1;V;23,9;V;23,4;V;22,4;V;21,9;V;24,1;V;25,7;V;27,3;V;30,0;V;31,6;V;32,8;V;33,6;V;34,3;V;35,0;V;35,2;V;35,1;V;34,6;V;33,6;V;31,5;V;29,7;V;28,1;V;26,5;V;27,6;V
28;80;3;86;28080003_86_89;2024;8;1;28,0;V;30,0;V;33,0;V;33,0;V;37,0;V;42,0;V;36,0;V;33,0;V;32,0;V;29,0;V;25,0;V;23,0;V;22,0;V;21,0;V;18,0;V;15,0;V;16,0;V;19,0;V;20,0;V;23,0;V;25,0;V;28,0;V;31,0;V;31,0;V
28;80;3;87;28080003_87_89;2024;8;1;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;934,0;V;933,0;V;933,0;V;932,0;V;932,0;V;932,0;V;932,0;V;932,0;V;933,0;V;933,0;V;932,0;V
28;80;3;88;28080003_88_89;2024;8;1;1,0;V;1,0;V;1,0;V;1,0;V;1,0;V;14,0;V;153,0;V;371,0;V;574,0;V;755,0;V;898,0;V;977,0;V;984,0;V;922,0;V;816,0;V;657,0;V;448,0;V;237,0;V;55,0;V;3,0;V;1,0;V;1,0;V;1,0;V;1,0;V
28;80;3;89;28080003_89_89;2024;8;1;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V
28;9;1;81;28009001_81_89;2024;8;1;0,1;V;0,3;V;0,6;V;0,8;V;1,8;V;0,4;V;0,3;V;0,4;V;0,4;V;0,9;V;1,7;V;1,9;V;2,2;V;2,0;V;2,0;V;2,4;V;2,4;V;2,0;V;1,3;V;0,4;V;1,0;V;0,9;V;0,6;V;0,3;V
28;9;1;82;28009001_82_89;2024;8;1;1,0;V;328,0;V;357,0;V;357,0;V;278,0;V;281,0;V;69,0;V;212,0;V;223,0;V;210,0;V;247,0;V;226,0;V;235,0;V;228,0;V;212,0;V;216,0;V;219,0;V;220,0;V;231,0;V;274,0;V;288,0;V;294,0;V;327,0;V;341,0;V
28;9;1;83;28009001_83_89;2024;8;1;25,8;V;25,3;V;23,8;V;22,2;V;21,1;V;21,0;V;22,2;V;23,2;V;25,8;V;28,7;V;30,4;V;31,8;V;32,7;V;33,6;V;34,5;V;34,8;V;35,1;V;34,9;V;34,2;V;31,6;V;30,3;V;29,6;V;28,3;V;27,2;V
28;9;1;86;28009001_86_89;2024;8;1;30,0;V;31,0;V;33,0;V;35,0;V;36,0;V;37,0;V;37,0;V;36,0;V;32,0;V;28,0;V;25,0;V;20,0;V;18,0;V;18,0;V;17,0;V;15,0;V;14,0;V;13,0;V;14,0;V;18,0;V;20,0;V;22,0;V;24,0;V;26,0;V
28;9;1;87;28009001_87_89;2024;8;1;934,0;V;934,0;V;934,0;V;934,0;V;934,0;V;934,0;V;935,0;V;935,0;V;935,0;V;935,0;V;935,0;V;934,0;V;934,0;V;933,0;V;932,0;V;932,0;V;931,0;V;931,0;V;931,0;V;931,0;V;932,0;V;932,0;V;931,0;V;931,0;V
28;9;1;88;28009001_88_89;2024;8;1;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;21,0;V;171,0;V;370,0;V;568,0;V;742,0;V;883,0;V;978,0;V;1009,0;V;986,0;V;911,0;V;773,0;V;596,0;V;361,0;V;130,0;V;8,0;V;0,0;V;0,0;V;0,0;V;0,0;V
28;9;1;89;28009001_89_89;2024;8;1;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V
28;92;5;81;28092005_81_89;2024;8;1;0,4;V;0,5;V;0,7;V;0,6;V;0,3;V;0,3;V;0,3;V;0,9;V;0,9;V;0,9;V;1,6;V;1,9;V;2,2;V;2,9;V;3,1;V;3,0;V;3,4;V;3,3;V;2,6;V;1,7;V;1,0;V;1,4;V;0,8;V;1,1;V
28;92;5;82;28092005_82_89;2024;8;1;167,0;V;198,0;V;173,0;V;192,0;V;309,0;V;231,0;V;299,0;V;170,0;V;141,0;V;210,0;V;228,0;V;195,0;V;214,0;V;225,0;V;246,0;V;246,0;V;256,0;V;255,0;V;263,0;V;270,0;V;290,0;V;262,0;V;299,0;V;327,0;V
28;92;5;83;28092005_83_89;2024;8;1;26,2;V;25,4;V;25,3;V;25,0;V;23,7;V;22,7;V;23,4;V;25,9;V;28,7;V;31,5;V;32,8;V;34,2;V;35,2;V;35,9;V;36,7;V;37,2;V;37,0;V;36,7;V;35,9;V;33,8;V;31,4;V;30,4;V;28,9;V;28,0;V
28;92;5;86;28092005_86_89;2024;8;1;30,0;V;32,0;V;31,0;V;32,0;V;35,0;V;39,0;V;38,0;V;32,0;V;25,0;V;21,0;V;19,0;V;16,0;V;15,0;V;13,0;V;11,0;V;9,0;V;10,0;V;10,0;V;12,0;V;16,0;V;20,0;V;22,0;V;24,0;V;27,0;V
28;92;5;87;28092005_87_89;2024;8;1;938,0;V;938,0;V;939,0;V;938,0;V;939,0;V;939,0;V;939,0;V;939,0;V;939,0;V;939,0;V;939,0;V;939,0;V;938,0;V;938,0;V;937,0;V;937,0;V;937,0;V;936,0;V;936,0;V;936,0;V;936,0;V;936,0;V;936,0;V;936,0;V
28;92;5;88;28092005_88_89;2024;8;1;1,0;V;1,0;V;1,0;V;1,0;V;1,0;V;11,0;V;79,0;V;397,0;V;608,0;V;790,0;V;929,0;V;1012,0;V;1037,0;V;1007,0;V;916,0;V;774,0;V;587,0;V;373,0;V;155,0;V;12,0;V;0,0;V;0,0;V;0,0;V;1,0;V
28;92;5;89;28092005_89_89;2024;8;1;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V;0,0;V
